open,high,low,close,volume,vwap,timestamp,transactions,otc,Date
166.0,166.2,165.02,165.72,86118.0,165.4745,2022-08-05 08:00:00,1834,,2022-08-05
165.36,165.85,162.8,164.174,26128980.0,164.4663,2022-08-05 12:00:00,254670,,2022-08-05
164.18,165.45,164.09,165.34,24361471.0,164.887,2022-08-05 16:00:00,229045,,2022-08-05
165.35,165.42,164.9,164.9,1371120.0,165.3329,2022-08-05 20:00:00,3409,,2022-08-05
166.24,166.58,165.59,166.37,341152.0,166.257,2022-08-08 08:00:00,4314,,2022-08-08
166.2602,167.81,164.937,165.68,25663662.0,166.7343,2022-08-08 12:00:00,289098,,2022-08-08
165.68,165.7501,164.2,164.88,22479455.0,164.9083,2022-08-08 16:00:00,241291,,2022-08-08
164.87,165.44,164.8115,165.27,598906.0,164.9316,2022-08-08 20:00:00,3126,,2022-08-08
165.0,165.15,163.61,163.75,189429.0,164.1748,2022-08-09 08:00:00,3369,,2022-08-09
164.2751,165.82,163.25,165.1001,28916368.0,164.6199,2022-08-09 12:00:00,243975,,2022-08-09
165.11,165.6,164.46,164.93,25234927.0,165.0699,2022-08-09 16:00:00,228211,,2022-08-09
164.92,165.11,164.82,165.01,2120137.0,164.9258,2022-08-09 20:00:00,3037,,2022-08-09
165.0,165.49,164.57,165.28,145288.0,165.1261,2022-08-10 08:00:00,2829,,2022-08-10
165.0,168.65,164.12,168.1519,30333166.0,167.8471,2022-08-10 12:00:00,288065,,2022-08-10
168.1615,169.34,167.65,169.24,29415297.0,168.5787,2022-08-10 16:00:00,261715,,2022-08-10
169.17,169.25,168.83,169.1,2715167.0,169.2,2022-08-10 20:00:00,5269,,2022-08-10
169.0,169.8,169.0,169.75,165915.0,169.3646,2022-08-11 08:00:00,3506,,2022-08-11
169.1277,170.99,168.97,169.23,27507779.0,169.9786,2022-08-11 12:00:00,281036,,2022-08-11
169.22,169.755,168.19,168.52,22001059.0,168.9131,2022-08-11 16:00:00,216770,,2022-08-11
168.49,168.94,168.33,168.78,3503991.0,168.5125,2022-08-11 20:00:00,4536,,2022-08-11
168.81,169.69,168.72,169.0,145231.0,169.0018,2022-08-12 08:00:00,2528,,2022-08-12
168.99,171.11,168.069,170.9203,30271771.0,170.3089,2022-08-12 12:00:00,276807,,2022-08-12
170.93,172.17,170.81,172.15,28679437.0,171.5815,2022-08-12 16:00:00,268836,,2022-08-12
172.1,172.17,171.7,171.9,1480646.0,172.0481,2022-08-12 20:00:00,7718,,2022-08-12
171.37,171.68,170.75,171.37,170976.0,171.3179,2022-08-15 08:00:00,3503,,2022-08-15
171.4,173.25,170.9,173.025,25302383.0,172.0901,2022-08-15 12:00:00,271246,,2022-08-15
173.03,173.39,172.75,173.19,22044368.0,173.0853,2022-08-15 16:00:00,220293,,2022-08-15
173.19,173.2,172.92,173.15,2430627.0,173.1703,2022-08-15 20:00:00,4714,,2022-08-15
172.86,173.19,172.68,173.08,165572.0,172.9589,2022-08-16 08:00:00,3071,,2022-08-16
172.87,173.49,171.6618,173.34,25540702.0,172.5253,2022-08-16 12:00:00,262027,,2022-08-16
173.34,173.71,171.83,173.03,24641571.0,172.8746,2022-08-16 16:00:00,237304,,2022-08-16
173.02,174.09,172.94,173.7,2155882.0,173.279,2022-08-16 20:00:00,10615,,2022-08-16
173.8,173.8,172.12,172.42,309704.0,172.5447,2022-08-17 08:00:00,5348,,2022-08-17
172.6,174.45,172.13,173.3399,30495106.0,173.6169,2022-08-17 12:00:00,285903,,2022-08-17
173.34,176.15,173.27,174.62,42293576.0,174.806,2022-08-17 16:00:00,383634,,2022-08-17
174.55,174.8,173.2,173.2,1905726.0,174.2704,2022-08-17 20:00:00,10569,,2022-08-17
173.81,174.25,173.25,174.13,253859.0,173.8334,2022-08-18 08:00:00,4323,,2022-08-18
173.91,174.72,172.52,174.3501,26205129.0,173.9491,2022-08-18 12:00:00,266560,,2022-08-18
174.37,174.9,173.56,174.18,30565426.0,174.2998,2022-08-18 16:00:00,268786,,2022-08-18
174.11,174.25,173.85,174.11,1327871.0,174.1321,2022-08-18 20:00:00,4318,,2022-08-18
173.6,173.6,172.2,172.59,358131.0,172.6053,2022-08-19 08:00:00,6399,,2022-08-19
172.6,173.85,171.64,172.17,33596914.0,172.6072,2022-08-19 12:00:00,294590,,2022-08-19
172.16,173.03,171.3101,171.52,27495620.0,171.9962,2022-08-19 16:00:00,263359,,2022-08-19
171.52,171.7,170.7,170.75,2146024.0,171.4485,2022-08-19 20:00:00,7163,,2022-08-19
170.29,170.29,168.53,169.15,601727.0,169.0496,2022-08-22 08:00:00,10347,,2022-08-22
168.9499,171.092,168.01,168.77,26620193.0,168.8222,2022-08-22 12:00:00,307857,,2022-08-22
168.765,169.05,167.135,167.59,31684170.0,167.9993,2022-08-22 16:00:00,294708,,2022-08-22
167.57,167.99,167.51,167.98,3404887.0,167.5816,2022-08-22 20:00:00,5773,,2022-08-22
167.35,168.38,167.35,168.0,227794.0,167.9436,2022-08-23 08:00:00,3915,,2022-08-23
167.9001,168.71,166.47,167.82,24673786.0,167.7279,2022-08-23 12:00:00,257291,,2022-08-23
167.81,168.175,166.84,167.23,23156198.0,167.6127,2022-08-23 16:00:00,227182,,2022-08-23
167.23,167.23,166.85,167.12,2361871.0,167.2172,2022-08-23 20:00:00,3950,,2022-08-23
167.38,168.4,166.95,168.11,329543.0,167.6503,2022-08-24 08:00:00,4867,,2022-08-24
167.6164,168.41,166.245,167.54,25130202.0,166.9687,2022-08-24 12:00:00,252250,,2022-08-24
167.54,168.11,167.07,167.63,22805161.0,167.6385,2022-08-24 16:00:00,213442,,2022-08-24
167.53,168.15,167.24,167.84,1161541.0,167.5849,2022-08-24 20:00:00,4554,,2022-08-24
169.02,169.8,168.55,168.73,196065.0,168.9446,2022-08-25 08:00:00,4112,,2022-08-25
168.71,169.99,167.112,169.05,22732898.0,169.278,2022-08-25 12:00:00,238395,,2022-08-25
169.05,170.14,168.35,170.13,21956871.0,169.2409,2022-08-25 16:00:00,216612,,2022-08-25
170.03,170.35,169.98,170.2,1114821.0,170.0372,2022-08-25 20:00:00,4056,,2022-08-25
170.0,170.0,169.24,169.86,144371.0,169.6165,2022-08-26 08:00:00,2547,,2022-08-26
169.51,171.13,166.3718,166.8427,27249024.0,168.6717,2022-08-26 12:00:00,309242,,2022-08-26
166.85,166.86,163.56,163.66,36072520.0,164.9192,2022-08-26 16:00:00,390928,,2022-08-26
163.62,163.71,162.3,162.47,3684338.0,163.4446,2022-08-26 20:00:00,18015,,2022-08-26
161.98,162.04,160.3,161.38,378948.0,161.4106,2022-08-29 08:00:00,9032,,2022-08-29
161.5818,163.62,159.82,161.22,35810071.0,161.3067,2022-08-29 12:00:00,368098,,2022-08-29
161.22,162.61,160.935,161.37,28769042.0,161.8554,2022-08-29 16:00:00,255015,,2022-08-29
161.38,161.8,161.06,161.79,3886734.0,161.3722,2022-08-29 20:00:00,6043,,2022-08-29
161.82,163.34,161.82,162.67,229077.0,162.9859,2022-08-30 08:00:00,4529,,2022-08-30
162.67,163.11,158.2249,159.2,33475926.0,160.03,2022-08-30 12:00:00,317256,,2022-08-30
159.2,159.66,157.72,158.91,34691935.0,158.6535,2022-08-30 16:00:00,314806,,2022-08-30
158.91,159.3,158.85,158.97,5066069.0,158.9193,2022-08-30 20:00:00,6404,,2022-08-30
159.91,160.35,159.3,159.72,261115.0,159.7515,2022-08-31 08:00:00,4382,,2022-08-31
159.7,160.76,158.405,159.6001,27630584.0,159.5351,2022-08-31 12:00:00,278851,,2022-08-31
159.605,159.705,157.14,157.17,32391630.0,158.4024,2022-08-31 16:00:00,307800,,2022-08-31
157.22,157.77,155.77,156.0,10794238.0,157.2125,2022-08-31 20:00:00,14325,,2022-08-31
156.0,156.95,155.51,156.58,286846.0,156.2281,2022-09-01 08:00:00,5738,,2022-09-01
156.0,157.68,155.16,155.5107,32723272.0,156.3466,2022-09-01 12:00:00,313907,,2022-09-01
155.515,158.42,154.67,157.97,34499054.0,156.4088,2022-09-01 16:00:00,325331,,2022-09-01
157.99,158.7,157.88,158.62,2040236.0,158.0576,2022-09-01 20:00:00,7931,,2022-09-01
157.86,158.55,157.55,158.18,143466.0,158.1004,2022-09-02 08:00:00,2734,,2022-09-02
158.0,160.362,157.566,159.775,29647336.0,159.608,2022-09-02 12:00:00,280720,,2022-09-02
159.78,159.9,154.965,155.85,38560801.0,156.5628,2022-09-02 16:00:00,354096,,2022-09-02
155.81,156.19,155.61,155.65,2549555.0,155.8363,2022-09-02 20:00:00,6978,,2022-09-02
156.22,157.39,156.22,156.85,289590.0,156.8561,2022-09-06 08:00:00,5880,,2022-09-06
157.16,157.88,153.69,156.0738,32497532.0,155.4875,2022-09-06 12:00:00,356605,,2022-09-06
156.08,156.27,153.904,154.54,33222083.0,154.6406,2022-09-06 16:00:00,316257,,2022-09-06
154.53,154.87,154.32,154.49,2901862.0,154.5391,2022-09-06 20:00:00,6844,,2022-09-06
154.66,155.42,154.28,154.59,241563.0,154.844,2022-09-07 08:00:00,4079,,2022-09-07
154.9814,155.9162,153.61,154.75,32737307.0,154.8457,2022-09-07 12:00:00,313627,,2022-09-07
154.755,156.67,154.235,155.92,46075670.0,155.5195,2022-09-07 16:00:00,370452,,2022-09-07
155.96,156.11,155.69,156.04,2314536.0,155.9464,2022-09-07 20:00:00,7181,,2022-09-07
156.4,156.4,155.3,155.6,228087.0,155.8554,2022-09-08 08:00:00,4461,,2022-09-08
156.33,159.0,154.02,155.52,30757198.0,155.2636,2022-09-08 12:00:00,295177,,2022-09-08
155.53,155.675,152.68,154.47,43454177.0,153.7553,2022-09-08 16:00:00,387506,,2022-09-08
154.43,154.69,154.04,154.6,1888181.0,154.4438,2022-09-08 20:00:00,8720,,2022-09-08
155.3,156.37,155.3,155.63,359262.0,155.7749,2022-09-09 08:00:00,5428,,2022-09-09
155.98,157.18,154.46,156.85,28855330.0,156.1182,2022-09-09 12:00:00,271283,,2022-09-09
156.86,157.82,156.09,157.35,28762304.0,157.1246,2022-09-09 16:00:00,249874,,2022-09-09
157.37,157.55,157.2803,157.5,2072033.0,157.384,2022-09-09 20:00:00,4495,,2022-09-09
158.02,159.54,158.0,159.48,408422.0,158.9247,2022-09-12 08:00:00,6832,,2022-09-12
158.92,162.89,157.61,161.895,44296337.0,161.4094,2022-09-12 12:00:00,401021,,2022-09-12
161.9,164.26,161.73,163.45,48168993.0,163.3182,2022-09-12 16:00:00,384272,,2022-09-12
163.43,164.18,163.27,164.15,3528474.0,163.479,2022-09-12 20:00:00,8152,,2022-09-12
164.07,164.9,164.07,164.68,299569.0,164.6124,2022-09-13 08:00:00,6669,,2022-09-13
164.6937,164.9,156.25,156.335,47248192.0,158.2193,2022-09-13 12:00:00,469109,,2022-09-13
156.33,156.76,153.37,153.85,57161909.0,155.0989,2022-09-13 16:00:00,523869,,2022-09-13
153.84,154.3,153.57,154.26,5032568.0,153.8487,2022-09-13 20:00:00,17049,,2022-09-13
154.9,155.33,153.26,153.38,472814.0,154.4028,2022-09-14 08:00:00,9765,,2022-09-14
154.73,157.1,153.25,155.79,42238240.0,155.7348,2022-09-14 12:00:00,373781,,2022-09-14
155.8,155.8675,153.6106,155.31,35783186.0,154.696,2022-09-14 16:00:00,324161,,2022-09-14
155.31,156.0,155.25,155.99,2525307.0,155.3617,2022-09-14 20:00:00,6520,,2022-09-14
156.0,156.15,154.65,154.96,219947.0,155.2244,2022-09-15 08:00:00,3922,,2022-09-15
155.05,155.78,151.78,152.645,38579727.0,153.5845,2022-09-15 12:00:00,354403,,2022-09-15
152.64,154.3,151.38,152.35,41474216.0,152.6219,2022-09-15 16:00:00,369264,,2022-09-15
152.36,152.68,151.1,151.35,3116394.0,152.2295,2022-09-15 20:00:00,12548,,2022-09-15
151.35,151.55,150.53,151.04,309884.0,150.975,2022-09-16 08:00:00,6161,,2022-09-16
151.12,151.53,148.37,149.86,59832085.0,149.9339,2022-09-16 12:00:00,446733,,2022-09-16
149.87,151.35,148.66,150.44,45419492.0,150.0486,2022-09-16 16:00:00,388711,,2022-09-16
150.7,151.3,150.5131,151.3,10030397.0,150.705,2022-09-16 20:00:00,6149,,2022-09-16
149.97,149.97,148.71,149.15,288736.0,149.1845,2022-09-19 08:00:00,5504,,2022-09-19
149.17,152.83,149.0412,151.94,33727756.0,151.185,2022-09-19 12:00:00,331064,,2022-09-19
151.9371,154.56,151.42,154.54,38295215.0,153.3264,2022-09-19 16:00:00,324549,,2022-09-19
154.48,155.01,154.3,155.01,3098429.0,154.5111,2022-09-19 20:00:00,9132,,2022-09-19
154.54,154.54,153.45,153.55,300703.0,153.7945,2022-09-20 08:00:00,4669,,2022-09-20
153.7793,157.88,153.08,157.825,44548190.0,155.3342,2022-09-20 12:00:00,371165,,2022-09-20
157.83,158.08,155.4,156.9,55286611.0,156.6835,2022-09-20 16:00:00,407780,,2022-09-20
156.9,157.2,156.45,156.49,1881124.0,156.9101,2022-09-20 20:00:00,7142,,2022-09-20
157.39,157.39,156.32,156.82,210821.0,156.6251,2022-09-21 08:00:00,3344,,2022-09-21
156.5732,158.4,155.92,156.3086,28643508.0,156.9636,2022-09-21 12:00:00,247043,,2022-09-21
156.29,158.74,153.6,153.71,63895281.0,156.3641,2022-09-21 16:00:00,517731,,2022-09-21
153.72,153.818,152.22,152.45,3218136.0,153.5438,2022-09-21 20:00:00,15983,,2022-09-21
153.02,154.96,153.0,153.53,306439.0,153.7998,2022-09-22 08:00:00,6052,,2022-09-22
153.581,154.51,150.91,151.855,39027094.0,152.2657,2022-09-22 12:00:00,345951,,2022-09-22
151.83,154.47,151.515,152.7,40608899.0,152.8279,2022-09-22 16:00:00,327584,,2022-09-22
152.74,153.1,152.3,153.0,1614722.0,152.7196,2022-09-22 20:00:00,5944,,2022-09-22
152.33,152.55,150.0,150.45,514611.0,150.5896,2022-09-23 08:00:00,8621,,2022-09-23
150.4891,152.18,149.312,150.26,42594716.0,150.1912,2022-09-23 12:00:00,373255,,2022-09-23
150.25,150.66,148.56,150.53,44089866.0,149.7461,2022-09-23 16:00:00,377366,,2022-09-23
150.43,150.85,150.34,150.57,1291692.0,150.4852,2022-09-23 20:00:00,5924,,2022-09-23
150.39,150.8,149.17,149.8,296066.0,149.6986,2022-09-26 08:00:00,5257,,2022-09-26
149.78,153.7701,148.83,151.9,42151258.0,152.0801,2022-09-26 12:00:00,388404,,2022-09-26
151.91,152.09,150.04,150.75,41412276.0,151.1411,2022-09-26 16:00:00,341316,,2022-09-26
150.77,151.23,150.42,151.1,2796399.0,150.7659,2022-09-26 20:00:00,6276,,2022-09-26
152.52,153.33,152.12,153.0,393154.0,152.9144,2022-09-27 08:00:00,6115,,2022-09-27
152.7001,154.72,151.53,151.575,35137470.0,153.1128,2022-09-27 12:00:00,323173,,2022-09-27
151.58,152.45,149.945,151.75,40431401.0,151.3436,2022-09-27 16:00:00,347218,,2022-09-27
151.76,152.2,151.51,151.9,1595827.0,151.7695,2022-09-27 20:00:00,5854,,2022-09-27
149.47,149.75,145.61,146.0,1893671.0,146.3603,2022-09-28 08:00:00,30350,,2022-09-28
146.34,151.76,144.84,147.3601,70762173.0,146.4205,2022-09-28 12:00:00,632641,,2022-09-28
147.37,150.6414,146.9,149.8,61986240.0,148.5564,2022-09-28 16:00:00,470462,,2022-09-28
149.84,149.94,147.5515,149.37,2738462.0,149.7805,2022-09-28 20:00:00,8380,,2022-09-28
148.19,148.19,145.38,146.59,1305957.0,146.6547,2022-09-29 08:00:00,16890,,2022-09-29
146.64,149.466,142.35,143.585,56504105.0,143.9188,2022-09-29 12:00:00,524129,,2022-09-29
143.59,143.94,140.68,142.59,58986409.0,141.9227,2022-09-29 16:00:00,513374,,2022-09-29
142.48,142.93,141.6,142.41,2628055.0,142.4395,2022-09-29 20:00:00,12055,,2022-09-29
143.59,143.59,141.79,141.96,545440.0,142.7223,2022-09-30 08:00:00,8184,,2022-09-30
142.9238,143.3988,140.61,141.32,44096342.0,142.012,2022-09-30 12:00:00,395194,,2022-09-30
141.33,141.76,138.0,138.08,58169046.0,139.936,2022-09-30 16:00:00,514867,,2022-09-30
138.0,138.5,137.21,137.52,5719323.0,138.144,2022-09-30 20:00:00,27281,,2022-09-30
137.53,138.11,136.4,138.11,549802.0,137.3782,2022-10-03 08:00:00,10649,,2022-10-03
137.58,141.585,136.7015,140.83,48234566.0,139.9655,2022-10-03 12:00:00,438024,,2022-10-03
140.83,143.07,140.8,142.44,51062764.0,142.2576,2022-10-03 16:00:00,380922,,2022-10-03
142.45,143.0,142.42,142.97,2838352.0,142.498,2022-10-03 20:00:00,7330,,2022-10-03
144.02,145.56,144.02,145.18,428842.0,145.0182,2022-10-04 08:00:00,8454,,2022-10-04
145.0,146.22,144.5,145.2802,40346612.0,145.4006,2022-10-04 12:00:00,363225,,2022-10-04
145.285,146.22,144.26,146.16,34717282.0,145.3968,2022-10-04 16:00:00,306394,,2022-10-04
146.1,146.22,145.63,146.0,3850382.0,146.0823,2022-10-04 20:00:00,7627,,2022-10-04
145.44,145.44,144.37,144.8,190373.0,144.8651,2022-10-05 08:00:00,3576,,2022-10-05
144.96,145.8,143.01,144.38,33270433.0,144.1383,2022-10-05 12:00:00,284086,,2022-10-05
144.4,147.38,144.01,146.42,39318813.0,146.0258,2022-10-05 16:00:00,309851,,2022-10-05
146.4,147.4,146.0,147.31,1846789.0,146.4055,2022-10-05 20:00:00,6525,,2022-10-05
147.31,147.31,145.11,145.9,195171.0,145.6687,2022-10-06 08:00:00,3314,,2022-10-06
145.5995,147.54,145.43,145.89,33595298.0,146.3746,2022-10-06 12:00:00,281791,,2022-10-06
145.88,146.54,145.22,145.49,28947223.0,145.8555,2022-10-06 16:00:00,245761,,2022-10-06
145.43,145.48,144.32,144.78,1405460.0,145.2306,2022-10-06 20:00:00,6468,,2022-10-06
144.83,145.13,144.15,144.65,156575.0,144.6827,2022-10-07 08:00:00,2399,,2022-10-07
144.8892,145.25,140.79,141.1206,33447813.0,141.6993,2022-10-07 12:00:00,304805,,2022-10-07
141.12,141.37,139.445,140.1,39101051.0,140.2385,2022-10-07 16:00:00,350064,,2022-10-07
140.09,140.35,139.9,140.02,3601293.0,140.0908,2022-10-07 20:00:00,7383,,2022-10-07
139.95,140.4,138.9,140.18,388059.0,139.8619,2022-10-10 08:00:00,5393,,2022-10-10
140.14,140.85,138.5729,140.46,32121956.0,139.6483,2022-10-10 12:00:00,318440,,2022-10-10
140.4679,141.89,139.055,140.35,35745182.0,140.6526,2022-10-10 16:00:00,291543,,2022-10-10
140.42,141.2,140.26,140.92,1229684.0,140.4607,2022-10-10 20:00:00,3936,,2022-10-10
139.69,140.05,139.0,139.86,290511.0,139.596,2022-10-11 08:00:00,4834,,2022-10-11
139.7,140.78,138.36,140.3809,31363365.0,139.4806,2022-10-11 12:00:00,280988,,2022-10-11
140.405,141.35,138.22,138.95,38221235.0,139.6857,2022-10-11 16:00:00,316671,,2022-10-11
139.05,139.34,138.71,139.24,1788834.0,139.0,2022-10-11 20:00:00,4818,,2022-10-11
140.22,140.59,139.75,140.32,208903.0,140.1596,2022-10-12 08:00:00,3503,,2022-10-12
140.15,140.45,138.6507,139.99,29941172.0,139.5406,2022-10-12 12:00:00,263776,,2022-10-12
140.0,140.09,138.16,138.295,32537520.0,138.8483,2022-10-12 16:00:00,280550,,2022-10-12
138.34,138.77,138.31,138.61,1788926.0,138.3591,2022-10-12 20:00:00,3439,,2022-10-12
138.8,139.45,138.36,139.27,267708.0,138.9424,2022-10-13 08:00:00,3375,,2022-10-13
138.8,142.61,133.2,140.94,54696849.0,137.407,2022-10-13 12:00:00,488698,,2022-10-13
140.94,143.59,140.07,142.93,48184748.0,141.9304,2022-10-13 16:00:00,374760,,2022-10-13
142.99,143.3,142.29,142.83,1484368.0,142.9318,2022-10-13 20:00:00,5824,,2022-10-13
143.0,143.38,141.68,142.11,348482.0,142.6354,2022-10-14 08:00:00,5577,,2022-10-14
143.01,144.66,139.24,139.64,39440092.0,141.2624,2022-10-14 12:00:00,355877,,2022-10-14
139.64,140.21,138.19,138.38,37040409.0,138.9218,2022-10-14 16:00:00,317659,,2022-10-14
138.38,138.55,138.0,138.08,3443081.0,138.3802,2022-10-14 20:00:00,9361,,2022-10-14
142.99,142.99,139.58,140.37,296947.0,140.0917,2022-10-17 08:00:00,4622,,2022-10-17
140.2,142.69,139.07,141.68,40299260.0,141.5616,2022-10-17 12:00:00,352793,,2022-10-17
141.68,142.9,141.19,142.4,32549147.0,142.2852,2022-10-17 16:00:00,267954,,2022-10-17
142.41,143.5,142.1,143.45,3768978.0,142.4442,2022-10-17 20:00:00,7881,,2022-10-17
144.21,145.25,143.66,144.74,460622.0,144.6154,2022-10-18 08:00:00,8058,,2022-10-18
144.35,146.7,142.054,144.005,34447716.0,145.1792,2022-10-18 12:00:00,315414,,2022-10-18
144.005,145.63,140.61,143.79,56639296.0,143.3968,2022-10-18 16:00:00,450182,,2022-10-18
143.75,145.5,143.5,144.88,3226918.0,143.9799,2022-10-18 20:00:00,10691,,2022-10-18
144.06,144.5,141.95,142.52,518514.0,142.9612,2022-10-19 08:00:00,7364,,2022-10-19
143.5275,144.9492,141.38,143.94,27085477.0,143.6281,2022-10-19 12:00:00,251125,,2022-10-19
143.94,143.99,142.17,143.9,28342502.0,143.195,2022-10-19 16:00:00,246272,,2022-10-19
143.86,144.59,142.81,143.0,1421515.0,143.8224,2022-10-19 20:00:00,5289,,2022-10-19
142.49,144.2,142.2,143.71,201899.0,143.5711,2022-10-20 08:00:00,3315,,2022-10-20
143.8501,145.89,142.47,145.38,27435143.0,144.873,2022-10-20 12:00:00,247689,,2022-10-20
145.37,145.41,142.65,143.33,29653531.0,143.7999,2022-10-20 16:00:00,260070,,2022-10-20
143.39,143.67,142.05,142.72,1821515.0,143.314,2022-10-20 20:00:00,5413,,2022-10-20
142.79,142.79,141.85,141.88,228429.0,142.1838,2022-10-21 08:00:00,3561,,2022-10-21
142.7,145.6,141.57,145.59,39260644.0,144.124,2022-10-21 12:00:00,293314,,2022-10-21
145.6,147.8479,145.02,147.27,38340981.0,146.5713,2022-10-21 16:00:00,318305,,2022-10-21
147.27,147.75,147.27,147.58,1767712.0,147.3252,2022-10-21 20:00:00,5100,,2022-10-21
147.9,148.15,145.64,147.83,498326.0,147.0058,2022-10-24 08:00:00,7974,,2022-10-24
147.39,148.49,146.0,148.475,33873057.0,147.3771,2022-10-24 12:00:00,347783,,2022-10-24
148.47,150.23,147.91,149.56,33384434.0,149.1442,2022-10-24 16:00:00,291660,,2022-10-24
149.45,149.68,149.28,149.59,1971391.0,149.4552,2022-10-24 20:00:00,4415,,2022-10-24
149.5,150.17,148.76,148.82,356309.0,149.1291,2022-10-25 08:00:00,4819,,2022-10-25
148.8501,151.88,148.5,151.675,33940716.0,150.8723,2022-10-25 12:00:00,288508,,2022-10-25
151.685,152.49,151.15,152.39,29870391.0,151.8685,2022-10-25 16:00:00,270092,,2022-10-25
152.34,152.5,150.2,150.9,3488795.0,151.6261,2022-10-25 20:00:00,16771,,2022-10-25
151.06,151.78,150.66,151.1,463620.0,151.1721,2022-10-26 08:00:00,6444,,2022-10-26
151.09,151.96,149.53,151.5568,35816641.0,150.7546,2022-10-26 12:00:00,319158,,2022-10-26
151.5599,151.99,148.04,149.51,40667911.0,149.5988,2022-10-26 16:00:00,358452,,2022-10-26
149.35,150.7,148.49,149.8,3697985.0,149.3705,2022-10-26 20:00:00,9609,,2022-10-26
148.94,149.1,147.92,147.97,360773.0,148.3344,2022-10-27 08:00:00,6897,,2022-10-27
148.0535,149.5,145.54,146.1465,34053272.0,147.1436,2022-10-27 12:00:00,351392,,2022-10-27
146.15,146.69,144.13,145.0,44543592.0,145.0217,2022-10-27 16:00:00,423218,,2022-10-27
144.8,148.25,136.0,145.3499,23629730.0,143.3127,2022-10-27 20:00:00,161783,,2022-10-27
143.69,146.65,143.69,145.67,760240.0,145.6832,2022-10-28 08:00:00,13041,,2022-10-28
